period,productId,productName,activityId,activityName,countryRegionId,countryRegionName,countryRegionTypeId,countryRegionTypeName,dataFlagId,dataFlagDescription,unitName,value,unit
1999-08,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74583.9,TBPD
1999-07,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74660.9,TBPD
1999-06,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,73037.8,TBPD
1999-05,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74094.6,TBPD
1999-04,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74266.6,TBPD
1999-03,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75679.6,TBPD
1999-02,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,76090.3,TBPD
1999-01,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75647.6,TBPD
1998-12,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75352.5,TBPD
1998-11,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75665.4,TBPD
1998-10,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74671.4,TBPD
1998-09,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74500.4,TBPD
1998-08,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74483.3,TBPD
1998-07,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75195.4,TBPD
1998-06,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75650.4,TBPD
1998-05,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75957.1,TBPD
1998-04,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,76583.4,TBPD
1998-03,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,76695.5,TBPD
1998-02,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,76882.5,TBPD
1998-01,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,76481.5,TBPD
1997-12,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75048.4,TBPD
1997-11,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75158.5,TBPD
1997-10,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,75316.5,TBPD
1997-09,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74801.4,TBPD
1997-08,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74351.0,TBPD
1997-07,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,73443.0,TBPD
1997-06,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,72936.7,TBPD
1997-05,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,73737.3,TBPD
1997-04,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,74385.1,TBPD
1997-03,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,73925.7,TBPD
1997-02,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,73944.6,TBPD
1997-01,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,73421.7,TBPD
1996-12,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,73582.8,TBPD
1996-11,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,72998.8,TBPD
1996-10,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,72453.8,TBPD
1996-09,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71980.8,TBPD
1996-08,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71480.8,TBPD
1996-07,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71917.8,TBPD
1996-06,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71729.8,TBPD
1996-05,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71468.3,TBPD
1996-04,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71533.3,TBPD
1996-03,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71648.3,TBPD
1996-02,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71576.4,TBPD
1996-01,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71277.3,TBPD
1995-12,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,71175.2,TBPD
1995-11,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70819.2,TBPD
1995-10,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70518.2,TBPD
1995-09,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70924.2,TBPD
1995-08,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70441.2,TBPD
1995-07,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70306.2,TBPD
1995-06,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,69262.8,TBPD
1995-05,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70306.8,TBPD
1995-04,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70310.9,TBPD
1995-03,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,69395.9,TBPD
1995-02,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70234.9,TBPD
1995-01,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,69835.9,TBPD
1994-12,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,70105.5,TBPD
1994-11,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,69732.5,TBPD
1994-10,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,69332.5,TBPD
1994-09,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68752.5,TBPD
1994-08,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68087.5,TBPD
1994-07,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68217.5,TBPD
1994-06,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68545.5,TBPD
1994-05,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68141.6,TBPD
1994-04,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,67773.5,TBPD
1994-03,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68126.2,TBPD
1994-02,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68207.3,TBPD
1994-01,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,68475.4,TBPD
1993-12,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,67647.643,TBPD
1993-11,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,67472.296,TBPD
1993-10,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,67402.696,TBPD
1993-09,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,66880.545,TBPD
1993-08,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,66855.718,TBPD
1993-07,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,66993.12,TBPD
1993-06,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,66267.654,TBPD
1993-05,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,66531.42,TBPD
1993-04,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,66423.775,TBPD
1993-03,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,67158.159,TBPD
1993-02,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,67813.134,TBPD
1993-01,53,Total petroleum and other liquids,1,Production,WORL,World,r,Region,,,thousand barrels per day,67792.942,TBPD
